UniversalMessageId,Message,Year,Month,Day,Editoria,Categoria,Produto,SocialNetwork,Sentimento,shares,comments,likes,alcance
WORDPRESS_17_127423951_9604,"A Comissão Parlamentar de Inquérito (CPI) dos Maus-tratos ouvirá nesta semana depoimentos sobre o combate à comercialização e replicação de pornografia infantil. Nesta terça-feira (27), às 14h30, a CPI vai tratar do termo de cooperação, assinado em 2009, para a prevenção e combate a compra e venda de pornografia infantil na internet. Serão ouvidos o diretor-presidente da Associação Brasileira das Empresas de Cartões de Crédito e Serviços (ABECS), Fernando Chacon, e o diretor-executivo, Ricardo de Barros Vieira.
Pelo acordo, as empresas de cartões de crédito se comprometeram, entre outras obrigações, a bloquear operações comerciais de imagens e vídeos que contenham cenas de pornografia infantil. O compromisso, firmado no âmbito da CPI da Pedofilia do Senado, foi assinado também pela ONG Safernet Brasil, o Conselho Nacional dos Procuradores-Gerais do Ministério Público dos Estados e da União (CNPG) e a Polícia Federal.
Comercialização
A realização dos depoimentos foi sugerida pelo presidente da CPI dos Maus-tratos, senador Magno Malta (PR-ES). Segundo ele, são necessários esclarecimentos sobre o cumprimento do acordo, visto que a ABECS havia se comprometido a mapear o fluxo financeiro dos sites mantidos por organizações que comercializam imagens de abuso infantil.
Segundo Malta, o comércio ilegal de compra e venda de imagens de abuso e exploração sexual de crianças movimenta cerca de US$ 250 milhões por ano. Os dados são da Organização das Nações Unidas (ONU). A informação veio à tona durante audiência pública da CPI realizada em agosto de 2017.
Compartilhamento
Na quinta-feira (01/03), às 10h, a CPI ouvirá representantes de operadoras de telefonia para tratar do compartilhamento de pornografia infantil por dispositivos móveis. No debate, também será abordado o uso de aplicativos de celulares que instigam e auxiliam a automutilação de crianças e adolescentes. O objetivo é discutir como tem sido a cooperação das empresas de telefonia durante a condução de investigações, além de como elas podem atuar na inibição do uso desses aplicativos.
Para debater o assunto, foram convidados Marco Norci Schroeder, diretor-presidente da operadora Oi; José Antônio Guaraldi Félix, diretor-presidente da operadora Claro; Eduardo Navarro de Carvalho, diretor presidente da operadora Vivo; e Stéfano de Angelis, diretor presidente da operadora Tim.
As duas audiências da comissão vão ocorrer na sala 19 da Ala Alexandre Costa, no Anexo 2 do Senado. Fonte: Senado Federal (http://www12.senado.leg.br/noticias/temas/justica/pagina/1)",2018,2018-02-01,2018-02-26,A,Contas e Tarifas,Dados,Wordpress,Negativo,78,173,1042,22191
WEB_98_669946832ff5b81b867cbe5a9b90759a,"Funcionalidade disponível para usuários do pós-pago e controle faz parte do percurso digital da companhia
Depois de lançar a recarga para o segmento pré-pago pelo WhatsApp, a TIM inova mais uma vez e oferece envio de fatura pelo app de comunicação mais popular do Brasil. Os usuários de planos pós-pagos e controle poderão solicitar a conta em formato digital e o código de barras pelo WhatsApp, enviando mensagem para o número TIM. A iniciativa está em linha com a estratégia da operadora de reforçar a digitalização dos seus canais de relacionamento. Para receber a fatura em PDF, basta o cliente salvar o número da TIM (041 4141-4141) em sua agenda de contatos, abrir uma conversa no WhatsApp e enviar uma mensagem com a palavra FATURA. Por segurança, para abrir o arquivo, será preciso inserir uma senha. O código de barras é enviado na mesma conversa: assim, o usuário pode copiar os números e já efetuar o pagamento no app do seu banco. É possível ter acesso às seis últimas contas geradas no sistema da empresa. Para a interação com os clientes no aplicativo, a TIM usa inteligência artificial. A inclusão de novas funcionalidades no relacionamento via WhatsApp faz parte da estratégia de transformação digital da empresa para promover a melhoria continua da experiência do consumidor. No mês passado, a operadora lançou a recarga, consulta de saldo e de consumo no pré-pago. Agora, com as novidades, a TIM caminha ao encontro de uma demanda comum de sua base de clientes: as faturas entregues por meio de canais digitais cresceram 66% no segundo trimestre, na comparação com o mesmo período de 2018. Já o total de clientes pagando a conta online aumentou 31% ano a ano.",2019,2019-08-01,2019-08-27,A,Atendimento e Relacionamento,TIM Pré,Web,Positivo,77,259,1789,26981
WEB_100_sg_73A8F30900E272C20B17BC93C82F5D6C,"Eu fiz um pedido de um plano tim 4GB no dia 24 , gostaria de agilizar a ativação do meu plano, estou precisando muito!!Cpf : 07008955669Pedido : B6215276",2018,2018-08-01,2018-08-27,A,Produtos e Serviços,Plano,Web,Positivo,79,233,1970,28834
TWITTER_8_989930249373798401,"Patrocínios do Flamengo em 2017:  

R$ 6 milhões da Yes!, R$ 15 milhões da Carabao, R$ 7 milhões da MRV, R$ 25 milhões da Caixa e R$ 4 milhões da Tim. 

10 milhões de comissão = Todo o valor de patrocínio da Yes! e da Tim",2018,2018-04-01,2018-04-27,A,Marca,Patrocínio-Futebol,Twitter,Positivo,63,271,1654,23541
TWITTER_4_989311422705348608,"@TIM_AJUDA o que danado é isso Tim? Eu nem acesso o correio de voz e vcs me cobram 1,09??? Assim fica difícil pic.twitter.com/UB1xfXGP5I",2018,2018-04-01,2018-04-26,A,,,Twitter,Negativo,67,173,1540,24398
TWITTER_4_1034970108693807109,A @TIMBrasil se invés de gastar $ com tanta propaganda na TV podia instalar umas duas antenas aqui no Acre do Sudeste pq o sinal tá me fazendo viver com fronteiras...,2018,2018-08-01,2018-08-30,A,Produtos e Serviços,Sinal,Twitter,Neutro,63,179,1505,11764
FACEBOOK_14_2387222761334265_2401361783253696,"Já sou beta a mais dev1 mês , fiz a recarga . Porém não consigo assessar o app. Quando abro aparece a mensagem dizendo que preciso completar o cadastro pois não sou beta , porém no meu Tim já consta. Não consigo pontuar",2019,2019-06-01,2019-06-25,A,Produtos e Serviços,Aplicativo,Facebook,Negativo,63,216,1760,20039
WEB_100_sg_31B48B04D9B9ACC347C466E20C6709E9,"Boa tarde.Pela segunda vez a empresa TIM está me cobrando um valor de ""pacote futebol"" que eu não solicitei, entrei em contato com os atendentes e os mesmos me falaram que eles cobram um valor referente ao pacote ai se o cliente não quiser tem que solicitar o cancelamento ... que absurdo!!! imagina o quanto a TIM não ganha com estas cobranças ?! e eu só me dei conta que estava descontando três meses depois, como podem cobrar um serviço que não solicitamos?",2019,2019-02-01,2019-02-27,A,Marca,Tarifa,Web,Negativo,93,226,1346,18208
WEB_100_112a58cc3fd5c5dab3948bb9c2ceae5b,"sveenom disse: ↑ --- Double Post Merged, 27/12/2018 às 19:30 ---
Pra quem quiser saber, resolvi colocando as dns do google
8.8.8.8
8.8.4.4 Clique para expandir... Primeira vez que deu esse erro aqui comigo... de não deixar entrar no jogo.
Carregava, dava o error e o jogo fechava sozinho.
Isso se chama Brasil. Tenho Live Tim 75 Megas e quando deu essa parada, fui carregar o youtube e tava lento... mas o twitch voando.. quer dizer, eles mexeram na rota ou coisa do tipo.
Botei o DNS do google e voltou a funcionar.
Obrigado!",2018,2018-12-01,2018-12-27,A,Redes,Atendimento Demorado,Web,Negativo,90,185,1983,29457
TWITTER_8_990006968822718464,Troquei o Spotify pelo Deezer porque a Tim libera de graça um plano do Deezer. Mas já tô pensando em voltar porque a diferença é abissal.,2018,2018-04-01,2018-04-27,A,Segurança,Plano,Twitter,Negativo,65,195,1633,15092
FACEBOOK_14_2021684137871965_2058191957554516,"Tim Live a melhor Banda larga do Brasil , com os melhores técnicos de campo .",2018,2018-02-01,2018-02-26,A,Atendimento e Relacionamento,TIM Live,Facebook,Positivo,99,129,1441,29236
WEB_100_sg_3181F1C501AC32F169C192BBCC9E82A5,"Sou cliente da Tim a mais de 15 anos , porém a mais ou menos uma semana comecei a receber SMS referente a assinatura de serviços semanais que desconheço, liguei na operadora e o atendente cancelou o serviço e fez o ressarcimento dos valores porém isso se repetiu novamente, mais uma vez liguei na operadora e o atendente teve o mesmo procedimento, porém hoje isso se repetiu novamente e estou tentando cancelar o serviço mas o sistema está fora do ar e só voltará em 48 horas, estou estudando a possibilidade de acionar a empresa judicialmente ou pedir portabilidade para outra operadora que tenha mais respeito para com seus clientes.",2018,2018-08-01,2018-08-27,A,Atendimento e Relacionamento,Sinal,Web,Neutro,77,200,1373,28938
FACEBOOK_38_m_mid.$cAAIon260DH5pJB40AVi8tlQ5YQQC,"Meus consagrados, gostaria de saber se tem previsão pra chegar tim live em Guadalupe, Rio de Janeiro, queria muito contratar os seus serviços.",2018,2018-04-01,2018-04-23,A,Redes,TIM Live,Facebook,Positivo,64,152,1471,10790
TWITTER_2_1121056631931002882,"Coloquei 20 reais de credito, fui olhar agr so tem 88 centavos, aaah a tim vai me ouvir",2019,2019-04-01,2019-04-24,A,,,Twitter,Neutro,71,132,1898,27702
INSTAGRAM_303_17996756293207790,"Segura menino Instagram Ilimitado 👊🏻👊🏻👊🏻 Ludmilla, Simone e Simaria em mais um hit para a TIMBrasil. É Instagram Ilimitado que você quer? Assista à nova campanha do #TIMControle e não espere mais o wifi para postar aquela #selfie.  #EuQuero",2019,2019-04-01,2019-04-26,A,Produtos e Serviços,TIM Controle,Instagram,Neutro,78,242,1864,21416
FACEBOOK_97_2886273468081761_2901393999903041,Dannylo Molina bom dia pra vc que mora em SP a Love Tim esta disponível para todo estado e a live Tim sem telefone fixo e fácil de instatar não  tem fios e  já está disponível  50 e 80 mega está novidade e para todos os Estados menos para o RJ meu São 984358400 sou consultora live tim,2019,2019-06-01,2019-06-25,A,Redes,TIM Fixo,Facebook,Neutro,96,201,1039,27492
TWITTER_4_1057338391656828929,"@TIMBrasil vamos lá TIM LIXO - vcs estão desligando telefone sem CONTACTAR CLIENTE, SEM MESMO SABER O QUE ACONTECE, fiz pgto da conta a mesma desligado, BANDO DE FILHOS DA PUTA, @jairbolsonaro  tem que olhar estas operadoras de merda",2018,2018-10-01,2018-10-30,A,Atendimento e Relacionamento,Atendimento,Twitter,Negativo,82,147,1834,15539
FACEBOOK_39_m_qY6CAG49akDNWrxvd_0c6068WnHbLRTu7ZBj3oAbNpZpTvsF-yZ3vOLfyAiamZTu5Y9ctv5Av4P4usXUgae6gw,"Bom dia Andréia, verificamos em sistema linha:41996286203  está expirada por falta de recarga, uma vez que a mesma é cancelada por falta de recarga não é possível reativá lá. Para continuar usando nossos serviços será necessário aderir um novo Tim chip. Anote seu protocolo:2019720048981. Conte conosco!",2019,2019-06-01,2019-06-26,A,Produtos e Serviços,Chip,Facebook,Negativo,93,297,1493,28471
FACEBOOK_38_m_mid.$cAAArT45-2jZpNG7ob1jAyme-jXA5,"Tô revoltada.
Na terça, dia 24, fui em uma loja da tim no salvador shopping pra tentar recuperar meu número. Perdi meu celular numa viagem. Fui desesperada no primeiro nome TIM que vi e perguntei o que fazer pra recuperar. Sem ter me informado no pai dos burros, o Google. O rapaz do quiosque da Tim me pediu identidade e o número, além de 15 reais para o chip novo. Fiz 18 anos não tem nem 3 anos e tenho esse número há 5 anos. Ok. Deu erro no sistema. Ele me disse ""Vai na loja, segue reto e vira a direita"". Fui. Cheguei na loja grande da tim e disse exatamente a mesma coisa para o atendente com sotaque de fora da Bahia. Ele me disse ""vem cá, mana, vamo ver isso"". Eu fui. A titularidade era de minha mãe e perguntei a ele o que eu poderia fazer para mudar para o meu nome. Ele disse ""faz um plano, tem um aqui ótimo pra você"". Acreditei que SÓ era assim. Um plano pós. Um plano de oitenta e não sei quantos reais por mês. ""Mas tô vendo aqui que você gasta mais que isso no mês, mana, faz o plano"".  Achei estranho que depois de negar mais de cinco vezes ele continuava insistindo. Eu não tinha tanta certeza disso, mas tava tão doida pra recuperar meu número que fiz. Eu fiz essa merda. Eu não tinha comprovante de CPF, ele disse ""você me manda depois"". Eu não tinha o cpf de minha mãe, ele disse ""Tá tudo bem"". Ele disse que me ligava no outro dia pra ver pela minha carteira de trabalho, já que na receita federal deu erro. Sai de lá cabisbaixa, não era bem isso que eu queria, mas pelo menos com meu número recuperado.
Chego em casa de noite, depois de uma aula, e, desconfiada, dou um google. Certeiro. Fui enganada. Eu não tinha somente a opção de recuperar meu número se fizesse um plano. Fui induzida a comprar um plano, que eu nem precisava, por um vendedor que se aproveitou de meu desespero e minha ignorância pra bater meta. Eu ouvi. Ele disse ao gerente: Bati a meta! Vendi todos os tipos, pré, pós... E eu sentada esperando. Depois todas as coisas se encaixaram e eu percebi como fui boba. E eu ainda pedi um plano mais barato, mas ele disse ""mana, esse de oitenta e tantos você pode cancelar depois de 3 meses"". Achei melhor, né, o outro só depois de um ano.
Ontem, dia 25, acordo com uma surpresa na fatura do cartão. Duas contas creditadas do mesmo lugar. Era o plano. Duas vezes. Fiquei louca, já não bastava uma vez só? Fui correndo em uma loja, depois de ligar pra central e ficar trocando de setor durante uma hora e ser aconselhada a ir numa loja diferente da que eu tinha feito a compra. Fui. Abriram uma solicitação e me deram um número de protocolo para ligar na central. Liguei e me disseram que o estorno só era feito na loja. Eu falei ""moça, eu já fui na loja, me deram um número de protocolo e me disserem pra ligar pra cá."" Liguei de novo pra central. ""O sistema tá lento, ligue daqui duas horas"". Ligue em menos de 5 min. ""Vou te passar pro setor de cancelamento"". ""A gente não faz cancelamento de pós, o sistema não permite"". Desliguei e liguei de novo. ""Vou tentar estornar sua compra, senhora""..... eu aguardo.... ""Senhora, no momento nosso sistema está indisponível, ligue no 0800 888 2373"". Liguei. Coloquei meu CPF. Não consta. Liguei de novo, meu CPF não consta. Tenho escrito em um papel mais de 10 protocolos de atendimento e nenhuma solução. Perdi mais de três horas no telefone só tentando saber o que eu faço.",2018,2018-04-01,2018-04-26,A,Contas e Tarifas,Lojas,Facebook,Negativo,73,118,1732,24370
WEB_100_sg_99D055B302BA3850DE40AA06B860BB59,"Tenho um Tim controle a mais de um ano e pago minhas contas em dia dificilmente atraso, só que estou a um mês sem sem sinal nenhum de internet. No começo achei que era uma instabilidade no sinal, mas depois de duas semanas e percebendo que pessoas proxímas que tem o mesmo plano com 2.5 G de internet usufrui normalmente do serviço, liguei na empresa e fiz uma reclamação que em 5 dias entrariam em contato comigo referente ao problema, se passou 7 dias e até hoje nada. Belo serviço que oferecem.",2018,2018-10-01,2018-10-27,A,Marca,Plano,Web,Negativo,65,163,1473,26769
